,id,date,days_after_open,day_of_week,hours_after_open,drink_id,quantity,raining,study_area_id,location_name,dist_to_cafe,drink_name,order_sales
26678,26678,2019-12-20,151,Fri,0,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
26679,26679,2019-12-20,151,Fri,0,12,1,No,5,Carslaw (F07),150.0,Chai Latte (S),3.6
26680,26680,2019-12-20,151,Fri,0,7,1,No,3,Abercrombie (H70),700.0,Latte (L),4.9
26681,26681,2019-12-20,151,Fri,0,16,3,No,6,Peter Nicol Russell (PNR),950.0,Hot Chocolate (S),11.399999999999999
26682,26682,2019-12-20,151,Fri,0,15,1,No,5,Carslaw (F07),150.0,Hot Chocolate (L),4.6
26683,26683,2019-12-20,151,Fri,0,0,3,No,1,Law Library (F10),84.0,Espresso,10.5
26684,26684,2019-12-20,151,Fri,0,2,1,No,5,Carslaw (F07),150.0,Macchiato,3.8
26685,26685,2019-12-20,151,Fri,0,3,1,No,5,Carslaw (F07),150.0,Long Black (L),4.0
26686,26686,2019-12-20,151,Fri,0,4,2,No,5,Carslaw (F07),150.0,Long Black (S),7.6
26687,26687,2019-12-20,151,Fri,0,13,2,No,5,Carslaw (F07),150.0,Mocha (L),10.8
26688,26688,2019-12-20,151,Fri,0,7,1,No,1,Law Library (F10),84.0,Latte (L),4.9
26689,26689,2019-12-20,151,Fri,0,15,4,No,3,Abercrombie (H70),700.0,Hot Chocolate (L),18.4
26690,26690,2019-12-20,151,Fri,0,10,1,No,1,Law Library (F10),84.0,Cappuccino (S),4.0
26691,26691,2019-12-20,151,Fri,0,7,1,No,6,Peter Nicol Russell (PNR),950.0,Latte (L),4.9
26692,26692,2019-12-20,151,Fri,0,11,2,No,0,Fisher Library (F03),70.0,Chai Latte (L),8.8
26693,26693,2019-12-20,151,Fri,0,16,2,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (S),7.6
26694,26694,2019-12-20,151,Fri,0,13,2,No,1,Law Library (F10),84.0,Mocha (L),10.8
26695,26695,2019-12-20,151,Fri,0,14,1,No,5,Carslaw (F07),150.0,Mocha (S),4.5
26696,26696,2019-12-20,151,Fri,0,5,1,No,0,Fisher Library (F03),70.0,Flat White (L),4.9
26697,26697,2019-12-20,151,Fri,0,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
26698,26698,2019-12-20,151,Fri,0,11,2,No,1,Law Library (F10),84.0,Chai Latte (L),8.8
26699,26699,2019-12-20,151,Fri,0,8,2,No,1,Law Library (F10),84.0,Latte (S),8.0
26700,26700,2019-12-20,151,Fri,0,3,1,No,1,Law Library (F10),84.0,Long Black (L),4.0
26701,26701,2019-12-20,151,Fri,0,16,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (S),3.8
26702,26702,2019-12-20,151,Fri,0,12,1,No,2,The Quarter (A16),400.0,Chai Latte (S),3.6
26703,26703,2019-12-20,151,Fri,0,4,1,No,0,Fisher Library (F03),70.0,Long Black (S),3.8
26704,26704,2019-12-20,151,Fri,0,8,1,No,0,Fisher Library (F03),70.0,Latte (S),4.0
26705,26705,2019-12-20,151,Fri,0,0,1,No,4,Brennan MacCallum (A18),350.0,Espresso,3.5
26706,26706,2019-12-20,151,Fri,0,6,2,No,3,Abercrombie (H70),700.0,Flat White (S),8.0
26707,26707,2019-12-20,151,Fri,0,4,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (S),3.8
26708,26708,2019-12-20,151,Fri,0,0,1,NA,-1,,,Espresso,3.5
26709,26709,2019-12-20,151,Fri,0,1,1,NA,-1,,,Ristretto,3.3
26710,26710,2019-12-20,151,Fri,0,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
26711,26711,2019-12-20,151,Fri,0,2,1,No,4,Brennan MacCallum (A18),350.0,Macchiato,3.8
26712,26712,2019-12-20,151,Fri,0,15,1,No,4,Brennan MacCallum (A18),350.0,Hot Chocolate (L),4.6
26713,26713,2019-12-20,151,Fri,0,5,1,No,2,The Quarter (A16),400.0,Flat White (L),4.9
26714,26714,2019-12-20,151,Fri,0,2,1,No,2,The Quarter (A16),400.0,Macchiato,3.8
26715,26715,2019-12-20,151,Fri,0,11,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (L),4.4
26716,26716,2019-12-20,151,Fri,0,1,1,No,3,Abercrombie (H70),700.0,Ristretto,3.3
26717,26717,2019-12-20,151,Fri,0,1,1,No,1,Law Library (F10),84.0,Ristretto,3.3
26718,26718,2019-12-20,151,Fri,0,6,1,No,5,Carslaw (F07),150.0,Flat White (S),4.0
26719,26719,2019-12-20,151,Fri,0,14,1,No,0,Fisher Library (F03),70.0,Mocha (S),4.5
26720,26720,2019-12-20,151,Fri,0,14,1,No,0,Fisher Library (F03),70.0,Mocha (S),4.5
26721,26721,2019-12-20,151,Fri,0,7,1,No,6,Peter Nicol Russell (PNR),950.0,Latte (L),4.9
26722,26722,2019-12-20,151,Fri,0,14,1,No,1,Law Library (F10),84.0,Mocha (S),4.5
26723,26723,2019-12-20,151,Fri,0,11,1,No,2,The Quarter (A16),400.0,Chai Latte (L),4.4
26724,26724,2019-12-20,151,Fri,0,11,1,No,6,Peter Nicol Russell (PNR),950.0,Chai Latte (L),4.4
26725,26725,2019-12-20,151,Fri,0,10,1,No,2,The Quarter (A16),400.0,Cappuccino (S),4.0
26726,26726,2019-12-20,151,Fri,0,3,1,No,6,Peter Nicol Russell (PNR),950.0,Long Black (L),4.0
26727,26727,2019-12-20,151,Fri,0,15,1,No,2,The Quarter (A16),400.0,Hot Chocolate (L),4.6
26728,26728,2019-12-20,151,Fri,0,11,1,No,5,Carslaw (F07),150.0,Chai Latte (L),4.4
26729,26729,2019-12-20,151,Fri,0,0,1,No,5,Carslaw (F07),150.0,Espresso,3.5
26730,26730,2019-12-20,151,Fri,0,11,1,No,2,The Quarter (A16),400.0,Chai Latte (L),4.4
26731,26731,2019-12-20,151,Fri,0,16,1,No,5,Carslaw (F07),150.0,Hot Chocolate (S),3.8
26732,26732,2019-12-20,151,Fri,0,3,1,No,1,Law Library (F10),84.0,Long Black (L),4.0
26733,26733,2019-12-20,151,Fri,0,0,1,No,5,Carslaw (F07),150.0,Espresso,3.5
26734,26734,2019-12-20,151,Fri,0,5,1,No,0,Fisher Library (F03),70.0,Flat White (L),4.9
26735,26735,2019-12-20,151,Fri,0,7,3,No,5,Carslaw (F07),150.0,Latte (L),14.700000000000001
26736,26736,2019-12-20,151,Fri,0,8,3,No,6,Peter Nicol Russell (PNR),950.0,Latte (S),12.0
26737,26737,2019-12-20,151,Fri,0,13,1,No,3,Abercrombie (H70),700.0,Mocha (L),5.4
26738,26738,2019-12-20,151,Fri,0,2,1,No,5,Carslaw (F07),150.0,Macchiato,3.8
26739,26739,2019-12-20,151,Fri,0,16,1,No,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
26740,26740,2019-12-20,151,Fri,0,10,1,No,2,The Quarter (A16),400.0,Cappuccino (S),4.0
26741,26741,2019-12-20,151,Fri,1,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26742,26742,2019-12-20,151,Fri,1,16,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
26743,26743,2019-12-20,151,Fri,1,13,1,Yes,5,Carslaw (F07),150.0,Mocha (L),5.4
26744,26744,2019-12-20,151,Fri,1,5,1,Yes,1,Law Library (F10),84.0,Flat White (L),4.9
26745,26745,2019-12-20,151,Fri,1,8,1,Yes,0,Fisher Library (F03),70.0,Latte (S),4.0
26746,26746,2019-12-20,151,Fri,1,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26747,26747,2019-12-20,151,Fri,1,2,1,Yes,0,Fisher Library (F03),70.0,Macchiato,3.8
26748,26748,2019-12-20,151,Fri,1,9,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
26749,26749,2019-12-20,151,Fri,1,5,2,Yes,0,Fisher Library (F03),70.0,Flat White (L),9.8
26750,26750,2019-12-20,151,Fri,1,5,2,Yes,0,Fisher Library (F03),70.0,Flat White (L),9.8
26751,26751,2019-12-20,151,Fri,1,10,2,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),8.0
26752,26752,2019-12-20,151,Fri,1,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
26753,26753,2019-12-20,151,Fri,1,11,4,Yes,1,Law Library (F10),84.0,Chai Latte (L),17.6
26754,26754,2019-12-20,151,Fri,1,7,1,Yes,1,Law Library (F10),84.0,Latte (L),4.9
26755,26755,2019-12-20,151,Fri,1,4,4,Yes,1,Law Library (F10),84.0,Long Black (S),15.2
26756,26756,2019-12-20,151,Fri,1,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
26757,26757,2019-12-20,151,Fri,1,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
26758,26758,2019-12-20,151,Fri,1,15,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
26759,26759,2019-12-20,151,Fri,1,9,1,Yes,1,Law Library (F10),84.0,Cappuccino (L),4.9
26760,26760,2019-12-20,151,Fri,1,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
26761,26761,2019-12-20,151,Fri,1,1,1,Yes,0,Fisher Library (F03),70.0,Ristretto,3.3
26762,26762,2019-12-20,151,Fri,1,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26763,26763,2019-12-20,151,Fri,1,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
26764,26764,2019-12-20,151,Fri,1,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
26765,26765,2019-12-20,151,Fri,1,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
26766,26766,2019-12-20,151,Fri,1,8,1,Yes,0,Fisher Library (F03),70.0,Latte (S),4.0
26767,26767,2019-12-20,151,Fri,1,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26768,26768,2019-12-20,151,Fri,1,1,2,Yes,0,Fisher Library (F03),70.0,Ristretto,6.6
26769,26769,2019-12-20,151,Fri,1,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
26770,26770,2019-12-20,151,Fri,1,1,2,Yes,0,Fisher Library (F03),70.0,Ristretto,6.6
26771,26771,2019-12-20,151,Fri,1,9,1,Yes,1,Law Library (F10),84.0,Cappuccino (L),4.9
26772,26772,2019-12-20,151,Fri,1,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26773,26773,2019-12-20,151,Fri,1,14,4,Yes,1,Law Library (F10),84.0,Mocha (S),18.0
26774,26774,2019-12-20,151,Fri,1,12,1,Yes,1,Law Library (F10),84.0,Chai Latte (S),3.6
26775,26775,2019-12-20,151,Fri,1,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
26776,26776,2019-12-20,151,Fri,1,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26777,26777,2019-12-20,151,Fri,1,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26778,26778,2019-12-20,151,Fri,1,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
26779,26779,2019-12-20,151,Fri,1,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26780,26780,2019-12-20,151,Fri,1,14,2,Yes,1,Law Library (F10),84.0,Mocha (S),9.0
26781,26781,2019-12-20,151,Fri,1,11,1,Yes,1,Law Library (F10),84.0,Chai Latte (L),4.4
26782,26782,2019-12-20,151,Fri,1,4,1,Yes,0,Fisher Library (F03),70.0,Long Black (S),3.8
26783,26783,2019-12-20,151,Fri,1,13,1,Yes,1,Law Library (F10),84.0,Mocha (L),5.4
26784,26784,2019-12-20,151,Fri,1,7,2,Yes,0,Fisher Library (F03),70.0,Latte (L),9.8
26785,26785,2019-12-20,151,Fri,1,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26786,26786,2019-12-20,151,Fri,1,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
26787,26787,2019-12-20,151,Fri,1,16,2,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),7.6
26788,26788,2019-12-20,151,Fri,1,5,2,Yes,0,Fisher Library (F03),70.0,Flat White (L),9.8
26789,26789,2019-12-20,151,Fri,1,1,1,Yes,5,Carslaw (F07),150.0,Ristretto,3.3
26790,26790,2019-12-20,151,Fri,1,5,1,Yes,1,Law Library (F10),84.0,Flat White (L),4.9
26791,26791,2019-12-20,151,Fri,1,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26792,26792,2019-12-20,151,Fri,1,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
26793,26793,2019-12-20,151,Fri,1,11,1,Yes,1,Law Library (F10),84.0,Chai Latte (L),4.4
26794,26794,2019-12-20,151,Fri,1,9,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
26795,26795,2019-12-20,151,Fri,1,4,1,Yes,1,Law Library (F10),84.0,Long Black (S),3.8
26796,26796,2019-12-20,151,Fri,1,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
26797,26797,2019-12-20,151,Fri,1,7,1,Yes,1,Law Library (F10),84.0,Latte (L),4.9
26798,26798,2019-12-20,151,Fri,1,16,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
26799,26799,2019-12-20,151,Fri,1,15,4,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),18.4
26800,26800,2019-12-20,151,Fri,2,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
26801,26801,2019-12-20,151,Fri,2,10,2,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),8.0
26802,26802,2019-12-20,151,Fri,2,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
26803,26803,2019-12-20,151,Fri,2,1,2,Yes,0,Fisher Library (F03),70.0,Ristretto,6.6
26804,26804,2019-12-20,151,Fri,2,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
26805,26805,2019-12-20,151,Fri,2,11,1,Yes,1,Law Library (F10),84.0,Chai Latte (L),4.4
26806,26806,2019-12-20,151,Fri,2,2,1,Yes,0,Fisher Library (F03),70.0,Macchiato,3.8
26807,26807,2019-12-20,151,Fri,2,16,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
26808,26808,2019-12-20,151,Fri,2,8,1,Yes,0,Fisher Library (F03),70.0,Latte (S),4.0
26809,26809,2019-12-20,151,Fri,2,12,1,Yes,1,Law Library (F10),84.0,Chai Latte (S),3.6
26810,26810,2019-12-20,151,Fri,2,10,3,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),12.0
26811,26811,2019-12-20,151,Fri,2,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
26812,26812,2019-12-20,151,Fri,2,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26813,26813,2019-12-20,151,Fri,2,2,2,Yes,1,Law Library (F10),84.0,Macchiato,7.6
26814,26814,2019-12-20,151,Fri,2,6,1,Yes,5,Carslaw (F07),150.0,Flat White (S),4.0
26815,26815,2019-12-20,151,Fri,2,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
26816,26816,2019-12-20,151,Fri,2,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
26817,26817,2019-12-20,151,Fri,2,16,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (S),3.8
26818,26818,2019-12-20,151,Fri,2,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
26819,26819,2019-12-20,151,Fri,2,4,1,Yes,1,Law Library (F10),84.0,Long Black (S),3.8
26820,26820,2019-12-20,151,Fri,2,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
26821,26821,2019-12-20,151,Fri,2,5,1,Yes,1,Law Library (F10),84.0,Flat White (L),4.9
26822,26822,2019-12-20,151,Fri,2,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
26823,26823,2019-12-20,151,Fri,2,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
26824,26824,2019-12-20,151,Fri,2,13,1,NA,-1,,,Mocha (L),5.4
26825,26825,2019-12-20,151,Fri,2,16,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
26826,26826,2019-12-20,151,Fri,2,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26827,26827,2019-12-20,151,Fri,2,8,1,Yes,0,Fisher Library (F03),70.0,Latte (S),4.0
26828,26828,2019-12-20,151,Fri,2,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
26829,26829,2019-12-20,151,Fri,2,0,3,Yes,1,Law Library (F10),84.0,Espresso,10.5
26830,26830,2019-12-20,151,Fri,2,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26831,26831,2019-12-20,151,Fri,2,9,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
26832,26832,2019-12-20,151,Fri,2,4,1,Yes,5,Carslaw (F07),150.0,Long Black (S),3.8
26833,26833,2019-12-20,151,Fri,2,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
26834,26834,2019-12-20,151,Fri,2,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
26835,26835,2019-12-20,151,Fri,2,0,1,Yes,0,Fisher Library (F03),70.0,Espresso,3.5
26836,26836,2019-12-20,151,Fri,2,3,1,NA,-1,,,Long Black (L),4.0
26837,26837,2019-12-20,151,Fri,2,1,1,Yes,0,Fisher Library (F03),70.0,Ristretto,3.3
26838,26838,2019-12-20,151,Fri,2,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
26839,26839,2019-12-20,151,Fri,2,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26840,26840,2019-12-20,151,Fri,2,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
26841,26841,2019-12-20,151,Fri,2,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
26842,26842,2019-12-20,151,Fri,2,0,2,NA,-1,,,Espresso,7.0
26843,26843,2019-12-20,151,Fri,2,12,2,Yes,1,Law Library (F10),84.0,Chai Latte (S),7.2
26844,26844,2019-12-20,151,Fri,2,16,1,Yes,5,Carslaw (F07),150.0,Hot Chocolate (S),3.8
26845,26845,2019-12-20,151,Fri,2,5,1,Yes,0,Fisher Library (F03),70.0,Flat White (L),4.9
26846,26846,2019-12-20,151,Fri,2,13,1,Yes,1,Law Library (F10),84.0,Mocha (L),5.4
26847,26847,2019-12-20,151,Fri,2,9,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (L),4.9
26848,26848,2019-12-20,151,Fri,2,5,2,Yes,0,Fisher Library (F03),70.0,Flat White (L),9.8
26849,26849,2019-12-20,151,Fri,2,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26850,26850,2019-12-20,151,Fri,2,2,1,Yes,0,Fisher Library (F03),70.0,Macchiato,3.8
26851,26851,2019-12-20,151,Fri,2,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26852,26852,2019-12-20,151,Fri,2,12,2,Yes,1,Law Library (F10),84.0,Chai Latte (S),7.2
26853,26853,2019-12-20,151,Fri,2,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
26854,26854,2019-12-20,151,Fri,2,13,1,Yes,1,Law Library (F10),84.0,Mocha (L),5.4
26855,26855,2019-12-20,151,Fri,2,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
26856,26856,2019-12-20,151,Fri,2,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26857,26857,2019-12-20,151,Fri,2,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
26858,26858,2019-12-20,151,Fri,2,9,1,Yes,1,Law Library (F10),84.0,Cappuccino (L),4.9
26859,26859,2019-12-20,151,Fri,3,9,1,Yes,1,Law Library (F10),84.0,Cappuccino (L),4.9
26860,26860,2019-12-20,151,Fri,3,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26861,26861,2019-12-20,151,Fri,3,8,2,Yes,0,Fisher Library (F03),70.0,Latte (S),8.0
26862,26862,2019-12-20,151,Fri,3,8,1,Yes,5,Carslaw (F07),150.0,Latte (S),4.0
26863,26863,2019-12-20,151,Fri,3,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26864,26864,2019-12-20,151,Fri,3,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26865,26865,2019-12-20,151,Fri,3,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
26866,26866,2019-12-20,151,Fri,3,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
26867,26867,2019-12-20,151,Fri,3,4,1,Yes,1,Law Library (F10),84.0,Long Black (S),3.8
26868,26868,2019-12-20,151,Fri,3,15,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (L),4.6
26869,26869,2019-12-20,151,Fri,3,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
26870,26870,2019-12-20,151,Fri,3,0,2,Yes,0,Fisher Library (F03),70.0,Espresso,7.0
26871,26871,2019-12-20,151,Fri,3,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
26872,26872,2019-12-20,151,Fri,3,4,1,Yes,5,Carslaw (F07),150.0,Long Black (S),3.8
26873,26873,2019-12-20,151,Fri,3,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26874,26874,2019-12-20,151,Fri,3,3,1,Yes,5,Carslaw (F07),150.0,Long Black (L),4.0
26875,26875,2019-12-20,151,Fri,3,3,1,Yes,5,Carslaw (F07),150.0,Long Black (L),4.0
26876,26876,2019-12-20,151,Fri,3,4,1,Yes,0,Fisher Library (F03),70.0,Long Black (S),3.8
26877,26877,2019-12-20,151,Fri,3,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
26878,26878,2019-12-20,151,Fri,3,12,2,Yes,1,Law Library (F10),84.0,Chai Latte (S),7.2
26879,26879,2019-12-20,151,Fri,3,3,1,Yes,0,Fisher Library (F03),70.0,Long Black (L),4.0
26880,26880,2019-12-20,151,Fri,3,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26881,26881,2019-12-20,151,Fri,3,12,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (S),3.6
26882,26882,2019-12-20,151,Fri,3,4,1,Yes,0,Fisher Library (F03),70.0,Long Black (S),3.8
26883,26883,2019-12-20,151,Fri,3,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26884,26884,2019-12-20,151,Fri,3,16,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
26885,26885,2019-12-20,151,Fri,3,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26886,26886,2019-12-20,151,Fri,3,5,2,NA,-1,,,Flat White (L),9.8
26887,26887,2019-12-20,151,Fri,3,15,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
26888,26888,2019-12-20,151,Fri,3,10,2,Yes,1,Law Library (F10),84.0,Cappuccino (S),8.0
26889,26889,2019-12-20,151,Fri,3,5,1,Yes,1,Law Library (F10),84.0,Flat White (L),4.9
26890,26890,2019-12-20,151,Fri,3,1,1,Yes,1,Law Library (F10),84.0,Ristretto,3.3
26891,26891,2019-12-20,151,Fri,3,15,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
26892,26892,2019-12-20,151,Fri,3,5,1,Yes,0,Fisher Library (F03),70.0,Flat White (L),4.9
26893,26893,2019-12-20,151,Fri,3,2,1,Yes,5,Carslaw (F07),150.0,Macchiato,3.8
26894,26894,2019-12-20,151,Fri,3,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26895,26895,2019-12-20,151,Fri,3,16,1,Yes,0,Fisher Library (F03),70.0,Hot Chocolate (S),3.8
26896,26896,2019-12-20,151,Fri,3,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26897,26897,2019-12-20,151,Fri,3,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
26898,26898,2019-12-20,151,Fri,3,1,1,Yes,0,Fisher Library (F03),70.0,Ristretto,3.3
26899,26899,2019-12-20,151,Fri,3,0,1,Yes,1,Law Library (F10),84.0,Espresso,3.5
26900,26900,2019-12-20,151,Fri,3,9,1,Yes,5,Carslaw (F07),150.0,Cappuccino (L),4.9
26901,26901,2019-12-20,151,Fri,3,11,1,Yes,0,Fisher Library (F03),70.0,Chai Latte (L),4.4
26902,26902,2019-12-20,151,Fri,3,12,2,Yes,1,Law Library (F10),84.0,Chai Latte (S),7.2
26903,26903,2019-12-20,151,Fri,3,5,1,Yes,1,Law Library (F10),84.0,Flat White (L),4.9
26904,26904,2019-12-20,151,Fri,3,5,1,Yes,0,Fisher Library (F03),70.0,Flat White (L),4.9
26905,26905,2019-12-20,151,Fri,3,5,1,Yes,0,Fisher Library (F03),70.0,Flat White (L),4.9
26906,26906,2019-12-20,151,Fri,3,7,1,Yes,1,Law Library (F10),84.0,Latte (L),4.9
26907,26907,2019-12-20,151,Fri,3,3,1,Yes,1,Law Library (F10),84.0,Long Black (L),4.0
26908,26908,2019-12-20,151,Fri,3,8,1,Yes,1,Law Library (F10),84.0,Latte (S),4.0
26909,26909,2019-12-20,151,Fri,3,1,2,Yes,0,Fisher Library (F03),70.0,Ristretto,6.6
26910,26910,2019-12-20,151,Fri,3,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
26911,26911,2019-12-20,151,Fri,3,11,1,Yes,1,Law Library (F10),84.0,Chai Latte (L),4.4
26912,26912,2019-12-20,151,Fri,3,13,3,Yes,1,Law Library (F10),84.0,Mocha (L),16.200000000000003
26913,26913,2019-12-20,151,Fri,4,10,1,Yes,0,Fisher Library (F03),70.0,Cappuccino (S),4.0
26914,26914,2019-12-20,151,Fri,4,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
26915,26915,2019-12-20,151,Fri,4,14,1,Yes,0,Fisher Library (F03),70.0,Mocha (S),4.5
26916,26916,2019-12-20,151,Fri,4,1,2,Yes,0,Fisher Library (F03),70.0,Ristretto,6.6
26917,26917,2019-12-20,151,Fri,4,14,1,Yes,1,Law Library (F10),84.0,Mocha (S),4.5
26918,26918,2019-12-20,151,Fri,4,15,1,Yes,1,Law Library (F10),84.0,Hot Chocolate (L),4.6
26919,26919,2019-12-20,151,Fri,4,6,1,Yes,0,Fisher Library (F03),70.0,Flat White (S),4.0
26920,26920,2019-12-20,151,Fri,4,9,1,NA,-1,,,Cappuccino (L),4.9
26921,26921,2019-12-20,151,Fri,4,14,1,Yes,5,Carslaw (F07),150.0,Mocha (S),4.5
26922,26922,2019-12-20,151,Fri,4,13,1,Yes,0,Fisher Library (F03),70.0,Mocha (L),5.4
26923,26923,2019-12-20,151,Fri,4,6,1,Yes,1,Law Library (F10),84.0,Flat White (S),4.0
26924,26924,2019-12-20,151,Fri,4,5,1,Yes,0,Fisher Library (F03),70.0,Flat White (L),4.9
26925,26925,2019-12-20,151,Fri,4,12,1,Yes,1,Law Library (F10),84.0,Chai Latte (S),3.6
26926,26926,2019-12-20,151,Fri,4,13,1,Yes,5,Carslaw (F07),150.0,Mocha (L),5.4
26927,26927,2019-12-20,151,Fri,4,10,1,Yes,1,Law Library (F10),84.0,Cappuccino (S),4.0
26928,26928,2019-12-20,151,Fri,4,2,2,Yes,1,Law Library (F10),84.0,Macchiato,7.6
26929,26929,2019-12-20,151,Fri,4,7,1,Yes,0,Fisher Library (F03),70.0,Latte (L),4.9
